senderTs,senderMbps,receiverTs,receiverMbps
4566.0,0.0,4566.0,0.0579
4567.0,0.0,4567.0,0.0695
4568.0,0.0,4568.0,0.0463
4569.0,0.0,4569.0,0.0927
4570.0,0.0,4570.0,0.0116
4571.0,0.0,4571.0,0.0232
4572.0,0.0,4572.0,0.0232
4573.0,0.0,4573.0,0.0695
4574.0,0.521,4574.0,0.0695
4575.0,0.0,4575.0,0.0579
4576.0,0.0,4576.0,0.0811
4577.0,0.0,4577.0,0.0695
4578.0,0.0,4578.0,0.0463
4579.0,0.0,4579.0,0.0579
4580.0,0.0,4580.0,0.0579
4581.0,0.0,4581.0,0.0579
4582.0,0.0,4582.0,0.0695
4583.0,0.0,4583.0,0.0463
4584.0,0.0,4584.0,0.0116
4585.0,0.521,4585.0,0.0348
4586.0,0.0,4586.0,0.0348
4587.0,0.0,4587.0,0.0695
4588.0,0.0,4588.0,0.0579
4589.0,0.0,4589.0,0.0579
4590.0,0.0,4590.0,0.0579
4591.0,0.0,4591.0,0.0811
4592.0,0.0,4592.0,0.0348
4593.0,0.0,4593.0,0.0579
4594.0,0.0,4594.0,0.0348
4595.0,0.521,4595.0,0.0463
4596.0,0.0,4596.0,0.0695
4597.0,0.0,4597.0,0.0348
4598.0,0.0,4598.0,0.0
4599.0,0.0,4599.0,0.0232
4600.0,0.0,4600.0,0.0579
4601.0,0.0,4601.0,0.0579
4602.0,0.0,4602.0,0.0463
4603.0,0.0,4603.0,0.0579
4604.0,0.0,4604.0,0.0463
4605.0,0.0,4605.0,0.0579
4606.0,0.0,4606.0,0.0348
4607.0,0.521,4607.0,0.0579
4608.0,0.0,4608.0,0.0348
4609.0,0.0,4609.0,0.0463
4610.0,0.0,4610.0,0.0463
4611.0,0.0,4611.0,0.0348
4612.0,0.0,4612.0,0.0116
4613.0,0.0,4613.0,0.0463
4614.0,0.0,4614.0,0.0463
4615.0,0.0,4615.0,0.0463
4616.0,0.0,4616.0,0.0579
4617.0,0.0,4617.0,0.0463
4618.0,0.521,4618.0,0.0579
4619.0,0.0,4619.0,0.0579
4620.0,0.0,4620.0,0.0463
4621.0,0.0,4621.0,0.0463
4622.0,0.0,4622.0,0.0579
4623.0,0.0,4623.0,0.0579
4624.0,0.0,4624.0,0.0463
4625.0,0.0,4625.0,0.0
4626.0,0.0,4626.0,0.0579
4627.0,0.0,4627.0,0.0579
4628.0,0.521,4628.0,0.0463
4629.0,0.0,4629.0,0.0579
4630.0,0.0,4630.0,0.0579
4631.0,0.0,4631.0,0.0695
4632.0,0.0,4632.0,0.0463
4633.0,0.0,4633.0,0.0463
4634.0,0.0,4634.0,0.0579
4635.0,0.0,4635.0,0.0463
4636.0,0.0,4636.0,0.0463
4637.0,0.0,4637.0,0.0579
4638.0,0.0,4638.0,0.0
4639.0,0.521,4639.0,0.0579
4640.0,0.0,4640.0,0.0579
4641.0,0.0,4641.0,0.0695
4642.0,0.0,4642.0,0.0695
4643.0,0.0,4643.0,0.0579
4644.0,0.0,4644.0,0.0463
4645.0,0.0,4645.0,0.0463
4646.0,0.0,4646.0,0.0579
4647.0,0.0,4647.0,0.0463
4648.0,0.0,4648.0,0.0348
4649.0,0.0,4649.0,0.0579
4650.0,0.521,4650.0,0.0
4651.0,0.0,4651.0,0.0
4652.0,0.0,4652.0,0.0579
4653.0,0.0,4653.0,0.0579
4654.0,0.0,4654.0,0.0579
4655.0,0.0,4655.0,0.0463
4656.0,0.0,4656.0,0.0579
4657.0,0.0,4657.0,0.0463
4658.0,0.0,4658.0,0.0695
4659.0,0.0,4659.0,0.0463
4660.0,0.0,4660.0,0.0463
4661.0,0.521,4661.0,0.0232
4662.0,0.0,4662.0,0.0579
4663.0,0.0,4663.0,0.0348
4664.0,0.0,4664.0,0.0
4665.0,0.0,4665.0,0.0463
4666.0,0.0,4666.0,0.0463
4667.0,0.0,4667.0,0.0463
4668.0,0.0,4668.0,0.0579
4669.0,0.0,4669.0,0.0463
4670.0,0.0,4670.0,0.0579
4671.0,0.0,4671.0,0.0463
4672.0,0.0,4672.0,0.0463
4673.0,0.521,4673.0,0.0463
4674.0,0.0,4674.0,0.0579
4675.0,0.0,4675.0,0.0579
4676.0,0.0,4676.0,0.0463
4677.0,0.0,4677.0,0.0116
4678.0,0.0,4678.0,0.0463
4679.0,0.0,4679.0,0.0579
4680.0,0.0,4680.0,0.0579
4681.0,0.0,4681.0,0.0579
4682.0,0.0,4682.0,0.0579
4683.0,0.0,4683.0,0.0463
4684.0,0.521,4684.0,0.0579
4685.0,0.0,4685.0,0.0463
4686.0,0.0,4686.0,0.0579
4687.0,0.0,4687.0,0.0348
4688.0,0.0,4688.0,0.0811
4689.0,0.0,4689.0,0.0116
4690.0,0.0,4690.0,0.0232
4691.0,0.0,4691.0,0.0232
4692.0,0.0,4692.0,0.0695
4693.0,0.521,4693.0,0.0695
4694.0,0.0,4694.0,0.0463
4695.0,0.0,4695.0,0.0579
4696.0,0.0,4696.0,0.0579
4697.0,0.0,4697.0,0.0463
4698.0,0.0,4698.0,0.0463
4699.0,0.0,4699.0,0.0463
4700.0,0.0,4700.0,0.0579
4701.0,0.0,4701.0,0.0463
4702.0,0.0,4702.0,0.0232
4703.0,0.0,4703.0,0.0
4704.0,0.0,4704.0,0.0579
4705.0,0.521,4705.0,0.0463
4706.0,0.0,4706.0,0.0579
4707.0,0.0,4707.0,0.0579
4708.0,0.0,4708.0,0.0579
4709.0,0.0,4709.0,0.0579
4710.0,0.0,4710.0,0.0463
4711.0,0.0,4711.0,0.0463
4712.0,0.0,4712.0,0.0463
4713.0,0.0,4713.0,0.0463
4714.0,0.0,4714.0,0.0348
4715.0,0.0,4715.0,0.0463
4716.0,0.0,4716.0,0.0
4717.0,0.521,4717.0,0.0348
4718.0,0.0,4718.0,0.0463
4719.0,0.0,4719.0,0.0579
4720.0,0.0,4720.0,0.0811
4721.0,0.0,4721.0,0.0579
4722.0,0.0,4722.0,0.0463
4723.0,0.0,4723.0,0.0463
4724.0,0.0,4724.0,0.0463
4725.0,0.0,4725.0,0.0348
4726.0,0.0,4726.0,0.0348
4727.0,0.0,4727.0,0.0348
4728.0,0.0,4728.0,0.0463
4729.0,0.521,4729.0,0.0
4730.0,0.0,4730.0,0.0348
4731.0,0.0,4731.0,0.0463
4732.0,0.0,4732.0,0.0579
4733.0,0.0,4733.0,0.0579
4734.0,0.0,4734.0,0.0695
4735.0,0.0,4735.0,0.0463
4736.0,0.0,4736.0,0.0463
4737.0,0.0,4737.0,0.0463
4738.0,0.0,4738.0,0.0579
4739.0,0.0,4739.0,0.0348
4740.0,0.0,4740.0,0.0463
4741.0,0.521,4741.0,0.0348
4742.0,0.0,4742.0,0.0232
4743.0,0.0,4743.0,0.0232
4744.0,0.0,4744.0,0.0232
4745.0,0.0,4745.0,0.0579
4746.0,0.0,4746.0,0.0463
4747.0,0.0,4747.0,0.0463
4748.0,0.0,4748.0,0.0695
4749.0,0.0,4749.0,0.0348
4750.0,0.0,4750.0,0.0463
4751.0,0.0,4751.0,0.0463
4752.0,0.0,4752.0,0.0463
4753.0,0.521,4753.0,0.0463
4754.0,0.0,4754.0,0.0463
4755.0,0.0,4755.0,0.0232
4756.0,0.0,4756.0,0.0232
4757.0,0.0,4757.0,0.0232
4758.0,0.0,4758.0,0.0232
4759.0,0.0,4759.0,0.0463
4760.0,0.0,4760.0,0.0463
4761.0,0.0,4761.0,0.0579
4762.0,0.0,4762.0,0.0579
4763.0,0.0,4763.0,0.0579
4764.0,0.0,4764.0,0.0463
4765.0,0.521,4765.0,0.0463
4766.0,0.0,4766.0,0.0463
4767.0,0.0,4767.0,0.0463
4768.0,0.0,4768.0,0.0463
4769.0,0.0,4769.0,0.0463
4770.0,0.0,4770.0,0.0348
4771.0,0.0,4771.0,0.0
4772.0,0.0,4772.0,0.0463
4773.0,0.0,4773.0,0.0116
4774.0,0.0,4774.0,0.0695
4775.0,0.0,4775.0,0.0695
4776.0,0.0,4776.0,0.0579
4777.0,0.0,4777.0,0.0579
4778.0,0.521,4778.0,0.0348
4779.0,0.0,4779.0,0.0579
4780.0,0.0,4780.0,0.0463
4781.0,0.0,4781.0,0.0463
4782.0,0.0,4782.0,0.0348
4783.0,0.0,4783.0,0.0348
4784.0,0.0,4784.0,0.0348
4785.0,0.0,4785.0,0.0
4786.0,0.0,4786.0,0.0463
4787.0,0.0,4787.0,0.0232
4788.0,0.0,4788.0,0.0463
4789.0,0.0,4789.0,0.0463
4790.0,0.521,4790.0,0.0579
4791.0,0.0,4791.0,0.0463
4792.0,0.0,4792.0,0.0463
4793.0,0.0,4793.0,0.0463
4794.0,0.0,4794.0,0.0463
4795.0,0.0,4795.0,0.0579
4796.0,0.0,4796.0,0.0
4797.0,0.0,4797.0,0.0579
4798.0,0.0,4798.0,0.0348
4799.0,0.0,4799.0,0.0
4800.0,0.0,4800.0,0.0116
4801.0,0.0,4801.0,0.0348
4802.0,0.0,4802.0,0.0116
4803.0,0.0,4803.0,0.0463
4804.0,0.521,4804.0,0.0579
4805.0,0.0,4805.0,0.0463
4806.0,0.0,4806.0,0.0348
4807.0,0.0,4807.0,0.0579
4808.0,0.0,4808.0,0.0348
4809.0,0.0,4809.0,0.0463
4810.0,0.0,4810.0,0.0348
4811.0,0.0,4811.0,0.0463
4812.0,0.0,4812.0,0.0348
4813.0,0.0,4813.0,0.0348
4814.0,0.0,4814.0,0.0
4815.0,0.0,4815.0,0.0116
4816.0,0.0,4816.0,0.0348
4817.0,0.0,4817.0,0.0
4818.0,0.0,4818.0,0.0579
4819.0,0.521,4819.0,0.0348
4820.0,0.0,4820.0,0.0463
4821.0,0.0,4821.0,0.0463
4822.0,0.0,4822.0,0.0463
4823.0,0.0,4823.0,0.0463
4824.0,0.0,4824.0,0.0463
4825.0,0.0,4825.0,0.0463
4826.0,0.0,4826.0,0.0348
4827.0,0.0,4827.0,0.0463
4828.0,0.0,4828.0,0.0348
4829.0,0.0,4829.0,0.0232
4830.0,0.0,4830.0,0.0
4831.0,0.0,4831.0,0.0
4832.0,0.0,4832.0,0.0463
4833.0,0.521,4833.0,0.0116
4834.0,0.0,4834.0,0.0463
4835.0,0.0,4835.0,0.0579
4836.0,0.0,4836.0,0.0463
4837.0,0.0,4837.0,0.0579
4838.0,0.0,4838.0,0.0463
4839.0,0.0,4839.0,0.0695
4840.0,0.0,4840.0,0.0695
4841.0,0.0,4841.0,0.0811
4842.0,0.0,4842.0,0.0579
4843.0,0.0,4843.0,0.0463
4844.0,0.0,4844.0,0.0579
4845.0,0.0,4845.0,0.0579
4846.0,0.0,4846.0,0.0232
4847.0,0.0,4847.0,0.0348
4848.0,0.521,4848.0,0.0579
4849.0,0.0,4849.0,0.0579
4850.0,0.0,4850.0,0.0232
4851.0,0.0,4851.0,0.0
4852.0,0.0,4852.0,0.0463
4853.0,0.0,4853.0,0.0116
4854.0,0.0,4854.0,0.0579
4855.0,0.0,4855.0,0.0579
4856.0,0.521,4856.0,0.0695
4857.0,0.0,4857.0,0.0811
4858.0,0.0,4858.0,0.0463
4859.0,0.0,4859.0,0.0463
4860.0,0.0,4860.0,0.0348
4861.0,0.0,4861.0,0.0348
4862.0,0.0,4862.0,0.0232
4863.0,0.0,4863.0,0.0463
4864.0,0.0,4864.0,0.0232
4865.0,0.0,4865.0,0.0232
4866.0,0.0,4866.0,0.0
4867.0,0.0,4867.0,0.0
4868.0,0.0,4868.0,0.0463
4869.0,0.521,4869.0,0.0348
4870.0,0.0,4870.0,0.0579
4871.0,0.0,4871.0,0.0463
4872.0,0.0,4872.0,0.0579
4873.0,0.0,4873.0,0.0579
4874.0,0.0,4874.0,0.0463
4875.0,0.0,4875.0,0.0348
4876.0,0.0,4876.0,0.0463
4877.0,0.0,4877.0,0.0348
4878.0,0.0,4878.0,0.0
4879.0,0.0,4879.0,0.0348
4880.0,0.0,4880.0,0.0116
4881.0,0.0,4881.0,0.0
4882.0,0.0,4882.0,0.0
4883.0,0.0,4883.0,0.0116
4884.0,0.0,4884.0,0.0348
4885.0,0.0,4885.0,0.0
4886.0,0.0,4886.0,0.0116
4887.0,0.521,4887.0,0.0579
4888.0,0.0,4888.0,0.0579
4889.0,0.0,4889.0,0.0463
4890.0,0.0,4890.0,0.0579
4891.0,0.0,4891.0,0.0579
4892.0,0.0,4892.0,0.0348
4893.0,0.0,4893.0,0.0463
4894.0,0.0,4894.0,0.0463
4895.0,0.0,4895.0,0.0232
4896.0,0.0,4896.0,0.0348
4897.0,0.0,4897.0,0.0348
4898.0,0.0,4898.0,0.0232
4899.0,0.0,4899.0,0.0
4900.0,0.0,4900.0,0.0
4901.0,0.0,4901.0,0.0
4902.0,0.0,4902.0,0.0
4903.0,0.0,4903.0,0.0
4904.0,0.521,4904.0,0.0463
4905.0,0.0,4905.0,0.0116
4906.0,0.0,4906.0,0.0463
4907.0,0.0,4907.0,0.0463
4908.0,0.0,4908.0,0.0348
4909.0,0.0,4909.0,0.0463
4910.0,0.0,4910.0,0.0463
4911.0,0.0,4911.0,0.0348
4912.0,0.0,4912.0,0.0579
4913.0,0.0,4913.0,0.0463
4914.0,0.0,4914.0,0.0232
4915.0,0.0,4915.0,0.0232
4916.0,0.0,4916.0,0.0232
4917.0,0.0,4917.0,0.0
4918.0,0.0,4918.0,0.0
4919.0,0.0,4919.0,0.0116
4920.0,0.521,4920.0,0.0348
4921.0,0.0,4921.0,0.0348
4922.0,0.0,4922.0,0.0463
4923.0,0.0,4923.0,0.0463
4924.0,0.0,4924.0,0.0463
4925.0,0.0,4925.0,0.0463
4926.0,0.0,4926.0,0.0348
4927.0,0.0,4927.0,0.0463
4928.0,0.0,4928.0,0.0463
4929.0,0.0,4929.0,0.0463
4930.0,0.0,4930.0,0.0579
4931.0,0.0,4931.0,0.0232
4932.0,0.0,4932.0,0.0
4933.0,0.0,4933.0,0.0
4934.0,0.0,4934.0,0.0116
4935.0,0.0,4935.0,0.0348
4936.0,0.521,4936.0,0.0463
4937.0,0.0,4937.0,0.0348
4938.0,0.0,4938.0,0.0463
4939.0,0.0,4939.0,0.0463
4940.0,0.0,4940.0,0.0463
4941.0,0.0,4941.0,0.0348
4942.0,0.0,4942.0,0.0463
4943.0,0.0,4943.0,0.0348
4944.0,0.0,4944.0,0.0579
4945.0,0.0,4945.0,0.0348
4946.0,0.0,4946.0,0.0116
4947.0,0.0,4947.0,0.0
4948.0,0.0,4948.0,0.0
4949.0,0.0,4949.0,0.0463
4950.0,0.0,4950.0,0.0
4951.0,0.0,4951.0,0.0348
4952.0,0.521,4952.0,0.0463
4953.0,0.0,4953.0,0.0463
4954.0,0.0,4954.0,0.0463
4955.0,0.0,4955.0,0.0463
4956.0,0.0,4956.0,0.0579
4957.0,0.0,4957.0,0.0463
4958.0,0.0,4958.0,0.0348
4959.0,0.0,4959.0,0.0348
4960.0,0.0,4960.0,0.0232
4961.0,0.0,4961.0,0.0463
4962.0,0.0,4962.0,0.0348
4963.0,0.0,4963.0,0.0348
4964.0,0.0,4964.0,0.0
4965.0,0.0,4965.0,0.0
4966.0,0.0,4966.0,0.0116
4967.0,0.521,4967.0,0.0348
4968.0,0.0,4968.0,0.0232
4969.0,0.0,4969.0,0.0463
4970.0,0.0,4970.0,0.0463
4971.0,0.0,4971.0,0.0463
4972.0,0.0,4972.0,0.0579
4973.0,0.0,4973.0,0.0116
4974.0,0.0,4974.0,0.0579
4975.0,0.0,4975.0,0.0348
4976.0,0.0,4976.0,0.0232
4977.0,0.0,4977.0,0.0232
4978.0,0.0,4978.0,0.0232
4979.0,0.0,4979.0,0.0232
4980.0,0.0,4980.0,0.0
4981.0,0.0,4981.0,0.0
4982.0,0.0,4982.0,0.0348
4983.0,0.0,4983.0,0.0116
4984.0,0.0,4984.0,0.0348
4985.0,0.521,4985.0,0.0463
4986.0,0.0,4986.0,0.0463
4987.0,0.0,4987.0,0.0463
4988.0,0.0,4988.0,0.0463
4989.0,0.0,4989.0,0.0232
4990.0,0.0,4990.0,0.0232
4991.0,0.0,4991.0,0.0348
4992.0,0.0,4992.0,0.0463
4993.0,0.0,4993.0,0.0232
4994.0,0.0,4994.0,0.0348
4995.0,0.0,4995.0,0.0232
4996.0,0.0,4996.0,0.0
4997.0,0.0,4997.0,0.0116
4998.0,0.0,4998.0,0.0348
4999.0,0.0,4999.0,0.0463
5000.0,0.0,5000.0,0.0348
5001.0,0.521,5001.0,0.0348
5002.0,0.0,5002.0,0.0579
5003.0,0.0,5003.0,0.0348
5004.0,0.0,5004.0,0.0463
5005.0,0.0,5005.0,0.0348
5006.0,0.0,5006.0,0.0348
5007.0,0.0,5007.0,0.0348
5008.0,0.0,5008.0,0.0348
5009.0,0.0,5009.0,0.0232
5010.0,0.0,5010.0,0.0232
5011.0,0.0,5011.0,0.0232
5012.0,0.0,5012.0,0.0348
5013.0,0.0,5013.0,0.0348
5014.0,0.0,5014.0,0.0463
5015.0,0.0,5015.0,0.0463
5016.0,0.0,5016.0,0.0463
5017.0,0.521,5017.0,0.0463
5018.0,0.0,5018.0,0.0348
5019.0,0.0,5019.0,0.0348
5020.0,0.0,5020.0,0.0348
5021.0,0.0,5021.0,0.0463
5022.0,0.0,5022.0,0.0348
5023.0,0.0,5023.0,0.0
5024.0,0.0,5024.0,0.0348
5025.0,0.0,5025.0,0.0116
5026.0,0.0,5026.0,0.0348
5027.0,0.0,5027.0,0.0463
5028.0,0.0,5028.0,0.0463
5029.0,0.0,5029.0,0.0463
5030.0,0.0,5030.0,0.0463
5031.0,0.0,5031.0,0.0463
5032.0,0.521,5032.0,0.0348
5033.0,0.0,5033.0,0.0348
5034.0,0.0,5034.0,0.0463
5035.0,0.0,5035.0,0.0348
5036.0,0.0,5036.0,0.0348
5037.0,0.0,5037.0,0.0116
5038.0,0.0,5038.0,0.0116
5039.0,0.0,5039.0,0.0463
5040.0,0.0,5040.0,0.0348
5041.0,0.0,5041.0,0.0463
5042.0,0.0,5042.0,0.0463
5043.0,0.0,5043.0,0.0348
5044.0,0.0,5044.0,0.0463
5045.0,0.521,5045.0,0.0579
5046.0,0.0,5046.0,0.0463
5047.0,0.0,5047.0,0.0348
5048.0,0.0,5048.0,0.0463
5049.0,0.0,5049.0,0.0463
5050.0,0.0,5050.0,0.0116
5051.0,0.0,5051.0,0.0
5052.0,0.0,5052.0,0.0463
5053.0,0.0,5053.0,0.0463
5054.0,0.0,5054.0,0.0463
5055.0,0.0,5055.0,0.0463
5056.0,0.0,5056.0,0.0348
5057.0,0.0,5057.0,0.0463
5058.0,0.521,5058.0,0.0463
5059.0,0.0,5059.0,0.0579
5060.0,0.0,5060.0,0.0579
5061.0,0.0,5061.0,0.0232
5062.0,0.0,5062.0,0.0348
5063.0,0.0,5063.0,0.0463
5064.0,0.0,5064.0,0.0232
5065.0,0.0,5065.0,0.0
5066.0,0.0,5066.0,0.0348
5067.0,0.0,5067.0,0.0463
5068.0,0.0,5068.0,0.0463
5069.0,0.0,5069.0,0.0579
5070.0,0.0,5070.0,0.0463
5071.0,0.0,5071.0,0.0463
5072.0,0.521,5072.0,0.0463
5073.0,0.0,5073.0,0.0579
5074.0,0.0,5074.0,0.0232
5075.0,0.0,5075.0,0.0348
5076.0,0.0,5076.0,0.0463
5077.0,0.0,5077.0,0.0232
5078.0,0.0,5078.0,0.0
5079.0,0.0,5079.0,0.0579
5080.0,0.0,5080.0,0.0463
5081.0,0.0,5081.0,0.0463
5082.0,0.0,5082.0,0.0579
5083.0,0.0,5083.0,0.0463
5084.0,0.521,5084.0,0.0463
5085.0,0.0,5085.0,0.0463
5086.0,0.0,5086.0,0.0463
5087.0,0.0,5087.0,0.0348
5088.0,0.0,5088.0,0.0463
5089.0,0.0,5089.0,0.0348
5090.0,0.0,5090.0,0.0232
5091.0,0.0,5091.0,0.0
5092.0,0.0,5092.0,0.0463
5093.0,0.0,5093.0,0.0463
5094.0,0.0,5094.0,0.0579
5095.0,0.0,5095.0,0.0695
5096.0,0.521,5096.0,0.0463
5097.0,0.0,5097.0,0.0463
5098.0,0.0,5098.0,0.0463
5099.0,0.0,5099.0,0.0463
5100.0,0.0,5100.0,0.0463
5101.0,0.0,5101.0,0.0463
5102.0,0.0,5102.0,0.0348
5103.0,0.0,5103.0,0.0463
5104.0,0.0,5104.0,0.0
5105.0,0.0,5105.0,0.0348
5106.0,0.0,5106.0,0.0463
5107.0,0.0,5107.0,0.0579
5108.0,0.521,5108.0,0.0579
5109.0,0.0,5109.0,0.0579
5110.0,0.0,5110.0,0.0463
5111.0,0.0,5111.0,0.0463
5112.0,0.0,5112.0,0.0463
5113.0,0.0,5113.0,0.0463
5114.0,0.0,5114.0,0.0463
5115.0,0.0,5115.0,0.0579
5116.0,0.0,5116.0,0.0463
5117.0,0.0,5117.0,0.0116
5118.0,0.0,5118.0,0.0579
5119.0,0.521,5119.0,0.0579
5120.0,0.0,5120.0,0.0811
5121.0,0.0,5121.0,0.0811
5122.0,0.0,5122.0,0.0695
5123.0,0.0,5123.0,0.0579
5124.0,0.0,5124.0,0.0463
5125.0,0.0,5125.0,0.0695
5126.0,0.0,5126.0,0.0463
5127.0,0.0,5127.0,0.0579
5128.0,0.0,5128.0,0.0463
5129.0,0.521,5129.0,0.0232
5130.0,0.0,5130.0,0.0463
5131.0,0.0,5131.0,0.0348
5132.0,0.0,5132.0,0.0579
5133.0,0.0,5133.0,0.0811
5134.0,0.0,5134.0,0.0579
5135.0,0.0,5135.0,0.0695
5136.0,0.0,5136.0,0.0695
5137.0,0.0,5137.0,0.0579
5138.0,0.0,5138.0,0.0579
5139.0,0.0,5139.0,0.0695
5140.0,0.521,5140.0,0.0579
5141.0,0.0,5141.0,0.0348
5142.0,0.0,5142.0,0.0579
5143.0,0.0,5143.0,0.0116
5144.0,0.0,5144.0,0.0348
5145.0,0.0,5145.0,0.0463
5146.0,0.0,5146.0,0.0579
5147.0,0.0,5147.0,0.0695
5148.0,0.521,5148.0,0.0695
5149.0,0.0,5149.0,0.0695
5150.0,0.0,5150.0,0.0463
5151.0,0.0,5151.0,0.0579
5152.0,0.0,5152.0,0.0579
5153.0,0.0,5153.0,0.0695
5154.0,0.0,5154.0,0.0579
5155.0,0.0,5155.0,0.0579
5156.0,0.0,5156.0,0.0579
5157.0,0.0,5157.0,0.0
5158.0,0.521,5158.0,0.0348
5159.0,0.0,5159.0,0.0232
5160.0,0.0,5160.0,0.0695
5161.0,0.0,5161.0,0.0695
5162.0,0.0,5162.0,0.0695
5163.0,0.0,5163.0,0.0695
5164.0,0.0,5164.0,0.0579
5165.0,0.0,5165.0,0.0927
5166.0,0.0,5166.0,0.0579
5167.0,0.0,5167.0,0.0695
5168.0,0.521,5168.0,0.0811
5169.0,0.0,5169.0,0.0579
5170.0,0.0,5170.0,0.0348
5171.0,0.0,5171.0,0.0
5172.0,0.0,5172.0,0.0463
5173.0,0.0,5173.0,0.0463
5174.0,0.0,5174.0,0.0695
5175.0,0.0,5175.0,0.0811
5176.0,0.0,5176.0,0.0579
5177.0,0.0,5177.0,0.0695
5178.0,0.521,5178.0,0.0811
5179.0,0.0,5179.0,0.0579
5180.0,0.0,5180.0,0.0579
5181.0,0.0,5181.0,0.0695
5182.0,0.0,5182.0,0.0695
5183.0,0.0,5183.0,0.0579
5184.0,0.0,5184.0,0.0
5185.0,0.521,5185.0,0.0463
5186.0,0.0,5186.0,0.0579
5187.0,0.0,5187.0,0.0579
5188.0,0.0,5188.0,0.0695
5189.0,0.0,5189.0,0.0811
5190.0,0.0,5190.0,0.0579
5191.0,0.0,5191.0,0.0811
5192.0,0.0,5192.0,0.0463
5193.0,0.0,5193.0,0.0348
5194.0,0.0,5194.0,0.0579
5195.0,0.521,5195.0,0.0579
5196.0,0.0,5196.0,0.0232
5197.0,0.0,5197.0,0.0
5198.0,0.0,5198.0,0.0463
5199.0,0.0,5199.0,0.0232
5200.0,0.0,5200.0,0.0579
5201.0,0.0,5201.0,0.0927
5202.0,0.0,5202.0,0.0927
5203.0,0.0,5203.0,0.0695
5204.0,0.521,5204.0,0.0579
5205.0,0.0,5205.0,0.0695
5206.0,0.0,5206.0,0.0695
5207.0,0.0,5207.0,0.0579
5208.0,0.0,5208.0,0.0695
5209.0,0.0,5209.0,0.0463
5210.0,0.0,5210.0,0.0348
5211.0,0.0,5211.0,0.0
5212.0,0.0,5212.0,0.0463
5213.0,0.521,5213.0,0.0463
5214.0,0.0,5214.0,0.0579
5215.0,0.0,5215.0,0.0579
5216.0,0.0,5216.0,0.0811
5217.0,0.0,5217.0,0.0811
5218.0,0.0,5218.0,0.0811
5219.0,0.0,5219.0,0.0695
5220.0,0.0,5220.0,0.0579
5221.0,0.0,5221.0,0.0579
5222.0,0.0,5222.0,0.0463
5223.0,0.0,5223.0,0.0695
5224.0,0.521,5224.0,0.0116
5225.0,0.0,5225.0,0.0116
5226.0,0.0,5226.0,0.0348
5227.0,0.0,5227.0,0.0695
5228.0,0.0,5228.0,0.0579
5229.0,0.0,5229.0,0.0579
5230.0,0.0,5230.0,0.0463
5231.0,0.0,5231.0,0.0579
5232.0,0.0,5232.0,0.0695
5233.0,0.0,5233.0,0.0695
5234.0,0.521,5234.0,0.0695
5235.0,0.0,5235.0,0.0695
5236.0,0.0,5236.0,0.0579
5237.0,0.0,5237.0,0.0
5238.0,0.0,5238.0,0.0
5239.0,0.0,5239.0,0.0463
5240.0,0.0,5240.0,0.0463
5241.0,0.0,5241.0,0.0579
5242.0,0.0,5242.0,0.0695
5243.0,0.0,5243.0,0.0463
5244.0,0.521,5244.0,0.0463
5245.0,0.0,5245.0,0.0348
5246.0,0.0,5246.0,0.0348
5247.0,0.0,5247.0,0.0695
5248.0,0.0,5248.0,0.0463
5249.0,0.0,5249.0,0.0579
5250.0,0.0,5250.0,0.0232
5251.0,0.0,5251.0,0.0
5252.0,0.0,5252.0,0.0348
5253.0,0.0,5253.0,0.0232
5254.0,0.0,5254.0,0.0463
5255.0,0.0,5255.0,0.0579
5256.0,0.521,5256.0,0.0463
5257.0,0.0,5257.0,0.0579
5258.0,0.0,5258.0,0.0463
5259.0,0.0,5259.0,0.0348
5260.0,0.0,5260.0,0.0348
5261.0,0.0,5261.0,0.0579
5262.0,0.0,5262.0,0.0348
5263.0,0.0,5263.0,0.0463
5264.0,0.0,5264.0,0.0463
5265.0,0.0,5265.0,0.0
5266.0,0.0,5266.0,0.0
5267.0,0.0,5267.0,0.0463
5268.0,0.0,5268.0,0.0463
5269.0,0.521,5269.0,0.0463
5270.0,0.0,5270.0,0.0579
5271.0,0.0,5271.0,0.0463
5272.0,0.0,5272.0,0.0348
5273.0,0.0,5273.0,0.0463
5274.0,0.0,5274.0,0.0232
5275.0,0.0,5275.0,0.0232
5276.0,0.0,5276.0,0.0579
5277.0,0.0,5277.0,0.0348
5278.0,0.0,5278.0,0.0348
5279.0,0.0,5279.0,0.0232
5280.0,0.0,5280.0,0.0
5281.0,0.0,5281.0,0.0348
5282.0,0.0,5282.0,0.0348
5283.0,0.521,5283.0,0.0463
5284.0,0.0,5284.0,0.0463
5285.0,0.0,5285.0,0.0463
5286.0,0.0,5286.0,0.0579
5287.0,0.0,5287.0,0.0463
5288.0,0.0,5288.0,0.0463
5289.0,0.0,5289.0,0.0348
5290.0,0.0,5290.0,0.0463
5291.0,0.0,5291.0,0.0348
5292.0,0.0,5292.0,0.0232
5293.0,0.0,5293.0,0.0348
5294.0,0.0,5294.0,0.0
5295.0,0.0,5295.0,0.0348
5296.0,0.521,5296.0,0.0116
5297.0,0.0,5297.0,0.0463
5298.0,0.0,5298.0,0.0579
5299.0,0.0,5299.0,0.0463
5300.0,0.0,5300.0,0.0463
5301.0,0.0,5301.0,0.0463
5302.0,0.0,5302.0,0.0348
5303.0,0.0,5303.0,0.0579
